date,temperature,humidity,windspeed,precipitation,weathercode,sunrise,sunset
2022-12-09,1.2,91,12.1,0.0,3,09:31,17:54
2022-12-10,1.0,90,11.5,0.0,3,09:32,17:54
2022-12-11,-1.9,88,11.9,0.0,3,09:33,17:54
2022-12-12,-2.3,86,13.8,0.3,71,09:34,17:54
2022-12-13,-1.9,68,13.4,0.0,3,09:35,17:54
2022-12-14,-1.0,80,10.9,3.6,73,09:36,17:54
2022-12-15,-1.8,76,19.4,0.0,3,09:37,17:54
2022-12-16,-1.7,89,14.0,0.0,1,09:38,17:54
2022-12-17,-2.6,90,11.2,0.0,3,09:38,17:54
2022-12-18,-1.3,83,21.2,3.6,53,09:39,17:55
2022-12-19,7.6,84,25.1,6.5,63,09:40,17:55
2022-12-20,11.2,84,25.5,23.4,63,09:40,17:56
2022-12-21,10.1,94,25.6,15.5,63,09:41,17:56
2022-12-22,12.2,87,35.1,9.3,61,09:41,17:57
2022-12-23,12.9,89,30.8,6.8,61,09:42,17:57
2022-12-24,10.7,90,18.9,1.4,53,09:42,17:58
2022-12-25,11.1,92,21.4,2.7,55,09:43,17:58
2022-12-26,9.5,88,22.4,1.1,51,09:43,17:59
2022-12-27,5.7,90,19.6,0.0,3,09:43,18:00
2022-12-28,9.9,85,33.7,4.0,61,09:43,18:01
2022-12-29,9.9,83,31.9,1.1,51,09:43,18:01
2022-12-30,9.7,90,37.5,7.4,61,09:44,18:02
2022-12-31,15.1,71,36.6,0.0,3,09:44,18:03
2023-01-01,13.3,71,30.5,2.0,53,09:44,18:04
2023-01-02,10.5,87,29.2,7.4,63,09:44,18:05
2023-01-03,7.5,91,26.3,1.0,53,09:43,18:06
2023-01-04,11.5,89,28.9,3.4,53,09:43,18:07
2023-01-05,12.5,86,24.5,0.4,51,09:43,18:08
2023-01-06,11.1,84,25.0,0.0,3,09:43,18:09
2023-01-07,9.0,84,29.6,1.2,53,09:43,18:11
2023-01-08,9.2,86,25.6,4.4,61,09:42,18:12
2023-01-09,6.8,78,32.2,0.8,51,09:42,18:13
2023-01-10,6.8,87,28.3,3.0,53,09:41,18:14
2023-01-11,10.6,83,27.7,9.1,63,09:41,18:16
2023-01-12,10.8,77,31.8,0.6,51,09:40,18:17
2023-01-13,9.3,79,32.6,2.1,55,09:40,18:18
2023-01-14,10.4,88,35.3,8.5,63,09:39,18:20
2023-01-15,6.9,77,36.3,3.3,55,09:39,18:21
2023-01-16,5.0,86,43.2,9.2,63,09:38,18:23
2023-01-17,1.4,93,13.5,3.7,53,09:37,18:24
2023-01-18,1.1,83,17.1,0.1,71,09:36,18:25
2023-01-19,0.7,91,12.0,4.1,75,09:35,18:27
2023-01-20,1.5,87,21.1,0.2,51,09:35,18:28
2023-01-21,0.9,84,23.4,0.1,51,09:34,18:30
2023-01-22,0.2,79,22.2,0.0,3,09:33,18:31
2023-01-23,1.4,81,22.6,0.0,3,09:32,18:33
2023-01-24,1.1,86,19.7,0.0,3,09:31,18:34
2023-01-25,1.3,85,13.2,0.0,3,09:29,18:36
2023-01-26,1.8,89,17.7,0.6,51,09:28,18:38
2023-01-27,3.8,87,22.4,0.3,51,09:27,18:39
2023-01-28,2.2,79,20.2,0.0,3,09:26,18:41
2023-01-29,1.3,80,13.3,0.0,3,09:25,18:43
2023-01-30,5.3,85,20.2,0.0,3,09:23,18:44
2023-01-31,4.0,88,20.5,0.0,3,09:22,18:46
2023-02-01,7.4,76,24.8,0.0,3,09:21,18:47
2023-02-02,7.2,80,24.4,0.0,3,09:19,18:49
2023-02-03,8.2,80,21.1,0.0,3,09:18,18:51
2023-02-04,8.7,87,14.0,0.5,51,09:17,18:52
2023-02-05,6.6,79,23.1,0.1,51,09:15,18:54
2023-02-06,3.0,83,15.7,0.0,1,09:14,18:56
2023-02-07,1.7,81,14.8,0.0,2,09:12,18:57
2023-02-08,-0.4,77,9.8,0.0,3,09:11,18:59
2023-02-09,0.1,76,9.8,0.0,3,09:09,19:01
2023-02-10,4.6,85,11.0,0.0,3,09:07,19:02
2023-02-11,4.5,92,7.4,0.0,3,09:06,19:04
2023-02-12,7.1,86,15.3,0.0,3,09:04,19:06
2023-02-13,4.1,90,9.4,0.0,3,09:02,19:07
2023-02-14,3.8,91,10.4,0.0,3,09:01,19:09
2023-02-15,4.8,84,12.4,0.0,3,08:59,19:11
2023-02-16,7.5,83,17.7,1.3,53,08:57,19:12
2023-02-17,11.9,87,23.7,0.3,51,08:55,19:14
2023-02-18,10.7,78,23.9,0.1,51,08:54,19:15
2023-02-19,9.6,79,19.2,0.0,3,08:52,19:17
2023-02-20,5.7,90,10.3,0.0,3,08:50,19:19
2023-02-21,6.2,88,8.6,0.0,3,08:48,19:20
2023-02-22,8.3,92,15.7,5.5,63,08:46,19:22
2023-02-23,7.4,88,15.8,0.1,51,08:44,19:24
2023-02-24,6.5,82,17.0,0.0,3,08:43,19:25
2023-02-25,5.1,75,22.9,0.0,3,08:41,19:27
2023-02-26,1.9,58,31.9,0.0,3,08:39,19:28
2023-02-27,1.9,56,26.2,0.0,0,08:37,19:30
2023-02-28,1.3,63,21.0,0.0,3,08:35,19:32
2023-03-01,1.6,65,19.5,0.0,3,08:33,19:33
2023-03-02,2.6,75,14.1,0.0,2,08:31,19:35
2023-03-03,3.3,80,16.7,0.0,2,08:29,19:36
2023-03-04,2.8,80,19.2,0.0,3,08:27,19:38
2023-03-05,4.8,81,8.0,0.3,51,08:25,19:39
2023-03-06,4.7,74,17.3,0.6,51,08:23,19:41
2023-03-07,5.8,70,23.8,0.3,51,08:21,19:43
2023-03-08,9.7,86,32.9,18.0,61,08:19,19:44
2023-03-09,11.2,81,31.7,6.2,63,08:17,19:46
2023-03-10,7.9,78,42.6,1.9,55,08:15,19:47
2023-03-11,4.5,82,13.9,3.6,73,08:13,19:49
2023-03-12,10.5,81,24.1,4.1,61,08:11,19:50
2023-03-13,13.0,82,31.6,2.1,55,08:09,19:52
2023-03-14,8.4,77,36.8,5.4,61,08:06,19:53
2023-03-15,6.2,75,11.6,0.4,51,08:04,19:55
2023-03-16,9.7,65,18.5,0.0,3,08:02,19:57
2023-03-17,11.3,77,25.3,7.7,63,08:00,19:58
2023-03-18,11.1,84,23.3,5.1,61,07:58,20:00
2023-03-19,8.9,84,18.8,2.0,53,07:56,20:01
2023-03-20,7.8,78,11.8,0.0,3,07:54,20:03
2023-03-21,10.9,80,21.6,1.2,53,07:52,20:04
2023-03-22,10.6,84,31.9,8.1,61,07:50,20:06
2023-03-23,12.9,76,29.5,1.3,53,07:48,20:07
2023-03-24,12.3,74,36.6,1.8,53,07:46,20:09
2023-03-25,10.4,70,35.4,0.2,51,07:44,20:10
2023-03-26,9.3,78,35.5,7.0,55,07:42,20:12
2023-03-27,6.7,65,21.0,0.1,51,07:39,20:13
2023-03-28,6.8,66,19.7,0.6,51,07:37,20:15
2023-03-29,13.6,68,22.2,0.5,53,07:35,20:16
2023-03-30,13.8,73,28.4,3.1,53,07:33,20:18
2023-03-31,11.7,75,38.1,3.7,61,07:31,20:19
2023-04-01,10.3,78,33.2,2.6,53,07:29,20:21
2023-04-02,8.3,82,24.7,0.6,51,07:27,20:22
2023-04-03,7.5,66,20.5,0.0,3,07:25,20:24
2023-04-04,5.4,63,16.4,0.0,3,07:23,20:25
2023-04-05,6.5,70,8.1,0.0,3,07:20,20:27
2023-04-06,9.6,75,24.2,1.4,51,07:18,20:28
2023-04-07,9.0,76,14.4,0.4,51,07:16,20:30
2023-04-08,8.2,78,13.0,0.0,3,07:14,20:31
2023-04-09,9.7,75,11.5,0.0,3,07:12,20:33
2023-04-10,11.4,78,30.6,5.3,63,07:10,20:34
2023-04-11,10.2,78,22.5,5.8,55,07:08,20:36
2023-04-12,10.2,74,31.4,9.4,61,07:06,20:37
2023-04-13,8.0,74,30.2,5.1,71,07:04,20:39
2023-04-14,6.6,90,25.4,6.3,73,07:02,20:40
2023-04-15,8.9,86,25.1,11.5,63,07:00,20:42
2023-04-16,8.6,72,22.4,0.0,3,06:58,20:43
2023-04-17,8.2,80,21.4,0.1,51,06:56,20:45
2023-04-18,10.5,75,22.4,2.7,61,06:54,20:46
2023-04-19,12.2,74,21.6,0.0,3,06:53,20:48
2023-04-20,9.1,60,22.9,0.2,51,06:51,20:49
2023-04-21,7.3,76,8.7,0.5,53,06:49,20:51
2023-04-22,10.8,77,21.4,7.1,63,06:47,20:52
2023-04-23,11.1,82,39.0,6.0,61,06:45,20:53
2023-04-24,10.0,76,22.4,5.2,63,06:43,20:55
2023-04-25,8.4,78,17.3,0.9,51,06:41,20:56
2023-04-26,8.0,77,8.7,1.3,53,06:39,20:58
2023-04-27,12.5,79,13.1,1.2,53,06:38,20:59
2023-04-28,16.3,81,18.4,5.8,61,06:36,21:01
2023-04-29,12.2,82,14.1,0.2,51,06:34,21:02
2023-04-30,12.5,73,13.4,0.0,3,06:32,21:04
2023-05-01,12.3,80,19.0,3.7,61,06:31,21:05
2023-05-02,12.4,80,14.7,0.4,51,06:29,21:07
2023-05-03,13.0,71,18.1,0.0,3,06:27,21:08
2023-05-04,16.3,70,19.8,1.2,55,06:26,21:10
2023-05-05,14.8,81,19.9,4.2,61,06:24,21:11
2023-05-06,15.5,83,12.6,4.5,61,06:23,21:12
2023-05-07,15.2,90,16.6,18.0,63,06:21,21:14
2023-05-08,14.4,83,11.5,0.0,3,06:19,21:15
2023-05-09,13.9,88,22.6,17.0,61,06:18,21:17
2023-05-10,12.2,83,21.7,6.4,63,06:16,21:18
2023-05-11,12.0,82,13.8,6.1,63,06:15,21:20
2023-05-12,11.6,84,19.6,1.0,51,06:13,21:21
2023-05-13,14.4,82,21.3,12.2,63,06:12,21:22
2023-05-14,13.4,80,14.4,0.0,3,06:11,21:24
2023-05-15,11.4,88,19.9,4.8,61,06:09,21:25
2023-05-16,10.6,71,24.1,0.0,3,06:08,21:26
2023-05-17,11.3,73,22.9,0.1,51,06:07,21:28
2023-05-18,11.8,67,19.2,0.0,3,06:05,21:29
2023-05-19,13.3,65,19.4,0.0,3,06:04,21:30
2023-05-20,15.6,64,20.7,0.2,51,06:03,21:31
2023-05-21,16.6,71,20.4,0.0,3,06:02,21:33
2023-05-22,16.0,75,19.1,0.0,3,06:01,21:34
2023-05-23,14.6,74,22.6,0.1,51,06:00,21:35
2023-05-24,13.0,64,23.1,0.0,3,05:59,21:36
2023-05-25,15.1,67,23.9,0.0,3,05:58,21:38
2023-05-26,15.7,69,20.5,0.0,0,05:57,21:39
2023-05-27,17.3,64,16.3,0.0,3,05:56,21:40
2023-05-28,18.9,61,21.7,0.0,3,05:55,21:41
2023-05-29,18.0,63,26.6,0.0,3,05:54,21:42
2023-05-30,16.5,55,24.5,0.0,3,05:53,21:43
2023-05-31,18.7,59,23.0,0.0,3,05:53,21:44
2023-06-01,20.0,59,21.6,0.0,3,05:52,21:45
2023-06-02,15.1,64,21.9,0.0,0,05:51,21:46
2023-06-03,17.5,58,19.4,0.0,1,05:51,21:47
2023-06-04,19.4,47,20.2,0.0,0,05:50,21:48
2023-06-05,19.6,50,20.1,0.0,1,05:49,21:49
2023-06-06,19.1,58,17.7,0.0,3,05:49,21:50
2023-06-07,20.9,56,18.7,0.2,51,05:48,21:50
2023-06-08,21.1,58,17.5,0.0,0,05:48,21:51
2023-06-09,23.1,54,19.3,0.0,3,05:48,21:52
2023-06-10,22.7,67,14.3,0.5,51,05:47,21:52
2023-06-11,21.1,82,15.4,25.5,65,05:47,21:53
2023-06-12,21.0,77,16.8,1.0,53,05:47,21:54
2023-06-13,22.3,60,19.6,0.0,2,05:47,21:54
2023-06-14,21.9,50,13.4,0.0,1,05:47,21:55
2023-06-15,21.7,52,11.2,0.0,3,05:46,21:55
2023-06-16,22.3,49,11.8,0.0,3,05:46,21:56
2023-06-17,23.4,52,14.5,0.6,51,05:46,21:56
2023-06-18,23.2,71,21.8,2.8,55,05:46,21:57
2023-06-19,20.2,78,12.3,1.0,53,05:47,21:57
2023-06-20,21.3,81,22.2,1.7,51,05:47,21:57
2023-06-21,21.4,76,12.3,3.8,61,05:47,21:57
2023-06-22,19.6,79,21.9,19.4,63,05:47,21:58
2023-06-23,20.4,71,14.8,0.2,51,05:47,21:58
2023-06-24,21.7,65,10.5,0.0,1,05:48,21:58
2023-06-25,24.1,61,22.7,0.0,0,05:48,21:58
2023-06-26,19.6,59,19.3,0.0,3,05:48,21:58
2023-06-27,19.3,58,16.4,0.0,3,05:49,21:58
2023-06-28,20.5,63,11.0,0.8,53,05:49,21:58
2023-06-29,21.4,70,20.1,0.8,51,05:50,21:58
2023-06-30,19.6,59,23.6,0.4,51,05:50,21:57
2023-07-01,19.6,69,26.8,2.6,53,05:51,21:57
2023-07-02,18.9,56,20.6,0.0,3,05:51,21:57
2023-07-03,19.4,56,21.3,0.8,53,05:52,21:57
2023-07-04,17.8,71,24.5,4.0,61,05:53,21:56
2023-07-05,17.0,65,26.5,0.8,51,05:54,21:56
2023-07-06,18.9,60,11.5,0.1,51,05:54,21:55
2023-07-07,22.8,53,20.5,0.0,3,05:55,21:55
2023-07-08,26.2,52,14.9,0.4,51,05:56,21:54
2023-07-09,23.3,70,17.6,7.9,63,05:57,21:54
2023-07-10,23.0,59,13.5,0.0,2,05:58,21:53
2023-07-11,24.6,52,18.9,0.1,51,05:59,21:52
2023-07-12,21.0,58,17.3,3.6,63,06:00,21:52
2023-07-13,20.2,54,19.9,0.2,51,06:01,21:51
2023-07-14,22.7,52,25.7,0.4,51,06:02,21:50
2023-07-15,22.8,56,30.8,1.5,53,06:03,21:49
2023-07-16,20.2,51,26.4,0.0,3,06:04,21:48
2023-07-17,19.7,55,19.9,0.0,3,06:05,21:48
2023-07-18,21.5,54,13.5,0.0,3,06:06,21:47
2023-07-19,20.7,55,21.1,0.0,3,06:07,21:46
2023-07-20,19.8,60,14.5,0.0,3,06:08,21:45
2023-07-21,19.2,56,19.2,2.0,53,06:09,21:43
2023-07-22,19.6,51,23.3,0.0,3,06:11,21:42
2023-07-23,19.8,67,31.6,6.8,63,06:12,21:41
2023-07-24,19.3,75,26.0,14.1,63,06:13,21:40
2023-07-25,16.8,76,17.3,15.6,63,06:14,21:39
2023-07-26,17.5,66,17.4,0.2,51,06:15,21:37
2023-07-27,19.2,80,28.2,17.1,63,06:17,21:36
2023-07-28,20.0,87,17.3,7.9,61,06:18,21:35
2023-07-29,19.7,81,19.4,5.9,63,06:19,21:33
2023-07-30,18.6,68,22.3,0.1,51,06:21,21:32
2023-07-31,19.1,75,31.1,8.0,61,06:22,21:31
2023-08-01,18.5,76,30.1,2.4,53,06:23,21:29
2023-08-02,19.4,76,44.3,23.4,63,06:25,21:28
2023-08-03,16.9,81,32.2,5.5,61,06:26,21:26
2023-08-04,17.1,81,15.1,3.4,61,06:27,21:25
2023-08-05,15.8,80,30.7,6.4,61,06:29,21:23
2023-08-06,15.9,69,30.2,1.6,53,06:30,21:22
2023-08-07,16.5,73,16.1,0.3,51,06:31,21:20
2023-08-08,18.4,69,16.7,0.6,53,06:33,21:18
2023-08-09,19.2,74,15.4,0.0,3,06:34,21:17
2023-08-10,20.0,75,12.8,0.0,3,06:36,21:15
2023-08-11,21.5,78,14.9,3.3,61,06:37,21:13
2023-08-12,21.2,78,19.7,4.5,61,06:38,21:12
2023-08-13,19.3,71,16.4,0.0,3,06:40,21:10
2023-08-14,20.3,74,18.9,2.1,61,06:41,21:08
2023-08-15,20.2,78,11.9,0.7,51,06:43,21:06
2023-08-16,20.5,73,12.1,0.1,51,06:44,21:04
2023-08-17,21.9,77,13.4,0.8,53,06:45,21:03
2023-08-18,23.6,81,12.0,0.3,51,06:47,21:01
2023-08-19,23.6,74,14.5,7.0,63,06:48,20:59
2023-08-20,22.9,76,15.0,0.4,51,06:50,20:57
2023-08-21,21.5,68,11.7,0.0,3,06:51,20:55
2023-08-22,22.8,67,12.4,0.0,2,06:52,20:53
2023-08-23,24.0,66,12.4,0.0,3,06:54,20:51
2023-08-24,22.5,84,20.5,18.1,63,06:55,20:49
2023-08-25,20.2,81,17.9,23.2,65,06:57,20:47
2023-08-26,17.4,69,21.7,0.8,51,06:58,20:45
2023-08-27,16.1,75,19.9,1.1,51,07:00,20:43
2023-08-28,16.3,77,12.0,1.7,53,07:01,20:41
2023-08-29,15.9,77,12.2,1.0,51,07:02,20:39
2023-08-30,16.2,69,20.5,2.6,61,07:04,20:37
2023-08-31,15.5,82,21.7,16.2,63,07:05,20:35
2023-09-01,19.0,84,21.6,3.2,61,07:07,20:33
2023-09-02,21.1,78,15.5,1.6,53,07:08,20:31
2023-09-03,22.9,73,15.4,0.0,3,07:09,20:29
2023-09-04,22.6,70,18.7,0.0,3,07:11,20:27
2023-09-05,24.7,60,10.5,0.0,3,07:12,20:25
2023-09-06,24.4,68,11.0,0.0,3,07:14,20:23
2023-09-07,22.7,68,10.5,0.0,0,07:15,20:21
2023-09-08,25.5,58,9.7,0.0,2,07:16,20:19
2023-09-09,25.8,58,12.3,0.0,1,07:18,20:17
2023-09-10,26.3,50,12.1,0.0,3,07:19,20:14
2023-09-11,22.4,74,13.4,0.9,53,07:21,20:12
2023-09-12,18.7,93,9.7,20.8,63,07:22,20:10
2023-09-13,18.6,84,10.2,1.2,51,07:24,20:08
2023-09-14,18.6,79,8.0,0.1,51,07:25,20:06
2023-09-15,19.2,73,9.6,0.0,2,07:26,20:04
2023-09-16,19.1,80,10.0,0.0,3,07:28,20:02
2023-09-17,19.9,87,16.8,6.2,63,07:29,20:00
2023-09-18,18.8,83,22.8,10.1,63,07:31,19:58
2023-09-19,16.9,73,26.6,0.0,3,07:32,19:56
2023-09-20,19.8,72,30.2,0.0,3,07:33,19:53
2023-09-21,17.1,82,24.8,18.1,63,07:35,19:51
2023-09-22,13.2,80,27.4,8.3,63,07:36,19:49
2023-09-23,13.3,78,13.4,0.2,51,07:38,19:47
2023-09-24,13.5,75,15.4,0.0,1,07:39,19:45
2023-09-25,15.9,77,9.8,0.0,3,07:41,19:43
2023-09-26,17.5,77,8.9,0.0,3,07:42,19:41
2023-09-27,18.6,77,17.4,0.0,3,07:43,19:38
2023-09-28,18.8,75,17.2,0.0,3,07:45,19:36
2023-09-29,18.7,73,25.6,0.1,51,07:46,19:34
2023-09-30,15.1,83,8.8,0.0,3,07:48,19:32
2023-10-01,17.8,79,11.8,0.0,3,07:49,19:30
2023-10-02,19.3,75,17.4,0.0,3,07:51,19:28
2023-10-03,18.0,73,25.6,6.6,63,07:52,19:26
2023-10-04,13.7,77,9.8,0.0,3,07:54,19:24
2023-10-05,13.6,79,7.8,0.0,3,07:55,19:22
2023-10-06,13.9,76,8.5,0.0,3,07:57,19:20
2023-10-07,15.7,77,8.8,0.0,0,07:58,19:18
2023-10-08,17.3,71,11.4,0.0,3,08:00,19:16
2023-10-09,16.7,69,10.0,0.0,3,08:01,19:14
2023-10-10,17.8,65,12.4,0.0,3,08:03,19:12
2023-10-11,18.5,60,18.0,0.0,3,08:04,19:10
2023-10-12,19.0,72,20.8,5.0,63,08:06,19:08
2023-10-13,20.6,69,31.6,0.0,3,08:07,19:05
2023-10-14,13.8,74,31.9,1.1,53,08:09,19:03
2023-10-15,10.1,71,11.9,0.1,51,08:10,19:01
2023-10-16,8.2,70,21.1,0.0,3,08:12,19:00
2023-10-17,10.5,70,13.8,0.0,3,08:13,18:58
2023-10-18,15.2,85,27.4,7.8,61,08:15,18:56
2023-10-19,16.9,85,26.6,5.8,63,08:16,18:54
2023-10-20,14.8,90,17.5,12.4,63,08:18,18:52
2023-10-21,12.9,81,41.4,7.0,61,08:19,18:50
2023-10-22,12.7,81,26.7,2.7,55,08:21,18:48
2023-10-23,10.1,91,16.2,5.7,63,08:22,18:46
2023-10-24,12.5,83,17.6,2.1,53,08:24,18:44
2023-10-25,12.8,86,27.3,12.6,63,08:26,18:43
2023-10-26,13.1,89,19.1,15.0,63,08:27,18:41
2023-10-27,12.1,87,25.7,5.4,55,08:29,18:39
2023-10-28,12.3,86,34.3,8.6,63,08:30,18:37
2023-10-29,13.5,79,36.8,2.5,55,08:32,18:36
2023-10-30,11.6,91,17.3,8.6,63,08:33,18:34
2023-10-31,11.2,85,22.2,0.3,51,08:35,18:32
2023-11-01,12.1,84,27.0,2.2,55,08:37,18:31
2023-11-02,11.7,70,47.3,3.5,55,08:38,18:29
2023-11-03,8.0,82,24.0,0.3,51,08:40,18:27
2023-11-04,10.2,84,34.7,12.3,63,08:41,18:26
2023-11-05,11.3,76,34.6,1.8,53,08:43,18:24
2023-11-06,9.9,80,28.6,1.1,53,08:45,18:23
2023-11-07,9.1,82,23.2,0.9,51,08:46,18:21
2023-11-08,9.1,86,32.1,4.0,63,08:48,18:20
2023-11-09,10.2,85,28.7,9.3,61,08:49,18:18
2023-11-10,8.4,82,35.3,0.4,51,08:51,18:17
2023-11-11,7.5,87,18.0,0.5,51,08:53,18:16
2023-11-12,9.2,90,22.3,10.0,61,08:54,18:14
2023-11-13,14.3,88,31.7,8.3,61,08:56,18:13
2023-11-14,11.7,83,29.4,2.0,53,08:57,18:12
2023-11-15,10.3,85,24.8,1.4,55,08:59,18:11
2023-11-16,8.6,94,26.6,15.2,63,09:00,18:09
2023-11-17,8.0,87,19.1,1.4,55,09:02,18:08
2023-11-18,10.4,92,24.7,13.7,61,09:03,18:07
2023-11-19,13.4,83,26.3,1.6,61,09:05,18:06
2023-11-20,10.7,82,33.8,7.8,63,09:06,18:05
2023-11-21,9.6,92,18.8,0.6,51,09:08,18:04
2023-11-22,7.0,84,16.7,0.0,3,09:09,18:03
2023-11-23,10.2,86,19.2,0.0,3,09:11,18:02
2023-11-24,9.1,77,25.7,0.5,51,09:12,18:01
2023-11-25,4.2,78,21.1,0.0,3,09:14,18:01
2023-11-26,3.2,84,14.1,0.0,3,09:15,18:00
2023-11-27,6.2,87,23.2,6.2,53,09:17,17:59
2023-11-28,5.1,84,22.5,0.2,51,09:18,17:58
2023-11-29,3.9,89,13.3,0.0,3,09:19,17:58
2023-11-30,2.8,90,10.2,1.1,53,09:21,17:57
2023-12-01,2.1,87,15.5,0.0,3,09:22,17:56
2023-12-02,-0.8,80,16.2,0.0,3,09:23,17:56
2023-12-03,0.6,72,22.3,0.1,71,09:24,17:55
2023-12-04,5.6,76,29.5,14.1,75,09:25,17:55
2023-12-05,6.9,89,29.7,9.3,63,09:27,17:55
2023-12-06,4.8,91,13.7,0.1,51,09:28,17:54
2023-12-07,4.1,90,19.3,5.2,61,09:29,17:54
2023-12-08,7.0,94,14.1,5.8,63,09:30,17:54
2023-12-09,9.3,90,38.3,25.3,65,09:31,17:54
2023-12-10,10.0,83,33.0,1.8,53,09:32,17:54
2023-12-11,10.6,87,23.4,0.0,3,09:33,17:54
2023-12-12,10.5,91,24.2,6.4,63,09:34,17:54
2023-12-13,8.0,90,19.9,2.1,53,09:35,17:54
2023-12-14,7.3,83,23.2,0.3,51,09:36,17:54
2023-12-15,7.2,92,10.1,0.8,53,09:37,17:54
2023-12-16,5.0,87,8.8,0.0,3,09:37,17:54
2023-12-17,2.8,96,11.9,0.0,3,09:38,17:54
2023-12-18,1.9,93,13.6,0.0,3,09:39,17:55
2023-12-19,6.6,90,25.2,2.9,53,09:40,17:55
2023-12-20,7.7,87,22.6,0.3,51,09:40,17:55
2023-12-21,10.5,85,31.0,0.8,51,09:41,17:56
2023-12-22,10.0,79,30.8,1.1,51,09:41,17:56
2023-12-23,9.6,80,23.2,0.4,51,09:42,17:57
2023-12-24,10.0,81,25.8,0.2,51,09:42,17:57
2023-12-25,11.2,82,27.5,0.0,3,09:42,17:58
2023-12-26,10.5,84,23.0,0.4,51,09:43,17:59
2023-12-27,9.0,81,28.6,2.0,61,09:43,17:59
2023-12-28,10.2,87,29.1,0.2,51,09:43,18:00
2023-12-29,9.8,85,30.6,1.3,53,09:43,18:01
2023-12-30,9.3,89,25.3,0.1,51,09:43,18:02
2023-12-31,9.0,76,38.2,1.8,61,09:44,18:03
2024-01-01,7.6,79,30.5,2.1,55,09:44,18:04
2024-01-02,10.8,89,41.2,14.0,61,09:44,18:05
2024-01-03,9.8,84,32.8,2.1,55,09:43,18:06
2024-01-04,8.8,83,28.3,1.3,53,09:43,18:07
2024-01-05,6.9,84,25.2,0.0,3,09:43,18:08
2024-01-06,4.8,87,22.2,1.6,53,09:43,18:09
2024-01-07,3.0,84,20.9,0.1,51,09:43,18:10
2024-01-08,-1.8,71,22.2,0.3,71,09:42,18:12
2024-01-09,-2.1,68,16.1,1.4,73,09:42,18:13
2024-01-10,-2.3,74,11.3,0.0,3,09:42,18:14
2024-01-11,-1.5,72,15.7,0.0,3,09:41,18:15
2024-01-12,1.2,85,15.0,0.0,3,09:41,18:17
2024-01-13,-0.8,89,10.2,0.0,3,09:40,18:18
2024-01-14,-1.7,85,10.3,0.0,3,09:39,18:19
2024-01-15,1.1,77,17.4,0.4,71,09:39,18:21
2024-01-16,-1.4,77,11.5,0.0,3,09:38,18:22
2024-01-17,1.1,94,23.5,26.7,63,09:37,18:24
2024-01-18,-0.1,88,22.1,7.2,75,09:36,18:25
2024-01-19,-1.6,86,9.9,0.0,3,09:36,18:26
2024-01-20,-2.5,87,13.6,0.0,3,09:35,18:28
2024-01-21,3.6,77,33.7,0.1,51,09:34,18:30
2024-01-22,10.0,82,42.0,6.2,61,09:33,18:31
2024-01-23,8.8,86,27.7,0.5,51,09:32,18:33
2024-01-24,12.3,82,27.7,0.5,51,09:31,18:34
2024-01-25,10.9,90,17.1,1.1,53,09:30,18:36
2024-01-26,9.2,84,24.9,1.0,53,09:29,18:37
2024-01-27,2.5,86,8.1,0.0,3,09:27,18:39
2024-01-28,3.8,88,12.8,0.0,3,09:26,18:41
2024-01-29,8.1,87,13.7,0.0,3,09:25,18:42
2024-01-30,9.7,87,15.1,0.0,3,09:24,18:44
2024-01-31,6.8,85,14.3,0.0,3,09:22,18:45
2024-02-01,9.3,90,18.3,1.1,53,09:21,18:47
2024-02-02,6.1,94,14.2,0.0,3,09:20,18:49
2024-02-03,9.4,86,17.7,0.0,3,09:18,18:50
2024-02-04,9.7,81,20.3,0.0,3,09:17,18:52
2024-02-05,8.0,83,18.1,0.0,3,09:16,18:54
2024-02-06,9.6,80,29.6,0.0,3,09:14,18:55
2024-02-07,11.1,89,29.3,5.9,55,09:13,18:57
2024-02-08,11.9,89,30.4,7.4,61,09:11,18:59
2024-02-09,11.3,81,30.5,3.4,61,09:09,19:00
2024-02-10,7.8,93,24.6,7.4,61,09:08,19:02
2024-02-11,8.1,85,27.4,1.1,53,09:06,19:04
2024-02-12,6.2,87,13.2,0.8,51,09:04,19:05
2024-02-13,6.3,85,22.5,1.9,55,09:03,19:07
2024-02-14,11.3,89,22.2,0.5,51,09:01,19:09
2024-02-15,12.2,82,14.0,3.6,63,08:59,19:10
2024-02-16,12.0,85,25.7,4.4,61,08:58,19:12
2024-02-17,9.8,75,10.0,0.0,3,08:56,19:13
2024-02-18,8.8,86,23.4,6.2,61,08:54,19:15
2024-02-19,10.4,87,21.3,0.6,51,08:52,19:17
2024-02-20,8.3,87,14.9,0.0,3,08:50,19:18
2024-02-21,8.4,86,30.9,10.8,61,08:49,19:20
2024-02-22,11.1,87,40.8,15.6,63,08:47,19:22
2024-02-23,5.8,77,31.4,2.2,53,08:45,19:23
2024-02-24,4.9,83,28.0,3.6,61,08:43,19:25
2024-02-25,5.9,91,23.5,9.4,61,08:41,19:26
2024-02-26,6.8,93,29.5,8.5,61,08:39,19:28
2024-02-27,6.2,79,27.3,0.0,3,08:37,19:30
2024-02-28,5.8,84,14.0,0.0,3,08:36,19:31
2024-02-29,9.2,90,23.6,1.4,51,08:34,19:33
2024-03-01,7.2,86,35.7,5.2,61,08:32,19:34
